„Biuletyn Informacyjny,12
Wydawnictwo Polskie,12
FWR Runotex,12
A5,12
NGP,12
DKomitet Obywatelski,11
Partii Konserwatywnej,11
Wyższej Szkoły Pedagogicznej w Rzeszowie,11
„Gryf”,11
Sejm Polska Rzeczypospolita Ludowa,11
UPR,11
II Liceum Ogólnokształcące im.,11
KM MO,11
WZD Regionu Ziemia Sandomierska,11
Komitetu Pomocy Internowanym,11
II KW MO,11
WZD Regionu Gdańsk,11
ZR Środkowo-Wschodniego,11
1962-1963,11
„Solidarność”R (,11
Duszpasterskiego Ośrodka Kultury Chrześcijańskiej,11
PUBP,11
1991-1994,11
Związek Artystów Scen Polskich nr 2,11
Radio „S”,11
''Dziadów'',11
Federacji Młodzieży Walczącej,11
Czerwca ’76,11
Ośrodku Odosobnienia w Uhercach,11
„Iskra”,11
Filii University of Warsaw w Białymstoku,11
Szczecińskiej Stoczni Remontowej Gryfia,11
Służbę Więzienną,11
„Solidarność”ego,11
Tymczasowej Rady „S”,11
''Raport,11
1992-1994,11
„Kres”,11
o.o.,11
Radio Wolna Europa,11
UD/University of Warsaw,11
Kwadrat,11
„Barykada”,11
Wszechnicy Związkowej,11
Uniwersytecie Łódzkim,11
Apostoła,11
Radiu Wolna Europa,11
„Solidarności Zagłębia Miedziowego”,11
„Solidarności Dolnośląskiej”,11
Rzeszowskiego Komitet Komitet Obywatelski,11
Zagłębia Miedziowego,11
Pomorskiej Akademii Medycznej,11
Armii Krajowej,11
Szkoły Głównej Planowania i Statystyki w,11
Skarbu Państwa,11
Komisji Obrony Narodowej,11
Filozoficzno-Historycznego,11
Komitetu Porozumiewawczego Ziemi Szczecińskiej,11
IX 1980,11
BBWR,11
Małopolskiego Komitet Komitet Obywatelski,11
III Liceum Ogólnokształcące,11
„Okno”,11
Telewizja Polska1,11
Komisji Programowej,11
Zarządu Regionu,11
„Solidarność Głogowska”,11
Sąd Wojewódzki w Warszawie,11
„S” POiW,11
TZR Wielkopolska,11
ABC,11
Komitetu Wyborczego,11
ZAP,11
Komisji Międzyzakładowej,11
Oddział SW,11
Agencję Informacyjną Solidarności Walczącej we Wrocławiu,11
MKomisja Zakładowa Katowice,11
Krajowej Komisji Rewizyjnej,11
Polskie Stronnictwo Ludowe „S”,11
Sądu Wojewódzkiego w Warszawie,11
„Kultura”,11
„Droga”,11
Sejmie,11
Komisji Uczelnianej „S”,11
„Biuletyn Informacyjny Niezależny Samorządny Związek Zawodowy «Solidarność»,11
POiE,11
Ośrodku Odosobnienia we,11
ChUR,11
"""Komunikat""",11
RSZ,11
„BiS”,10
Wydział Prawa,10
Diecezjalnej Rady Kultury,10
Towarzystwo Turystyczno-Krajoznawcze,10
Polonii,10
Zakładów Mechanicznych Ursus,10
„Solidarność Walcząca”),10
Prokuratury Generalnej,10
„Solidarność” „S” Lubelszczyzny),10
Instytucie Filozofii i Socjologii Polska Akademia Nauk,10
''Polska,10
1963-1967,10
Rady Robotniczej,10
Wydawnictwa Krąg,10
SOS/SOR/,10
MRN,10
Zarządu Miasta,10
Zarządu Gminnego „S” Niezależny Samorządny Związek Zawodowy Rolników Indywidnal-nych „Solidarność”,10
„Samorządność”,10
Rady Powiatu,10
„Obóz”,10
Komisji Koordynacyjnej „S”,10
1996-1997,10
Ośrodka Badań Społecznych,10
Komisji Rewizyjnej „S”,10
Komitetu Strajkowego,10
PEN Clubu,10
„Obrazu”,10
Wyższej Szkoły Pedagogicznej,10
Stowarzyszenia Dziennikarzy Polskich,10
„Kresu”,10
Kopalnia Węgla Brunatnego Bełchatów,10
Rady Konsultacyjnej,10
Politechniki Rzeszowskiej,10
UP,10
rzeszowsko-ustrzyckiego,10
Muzeum Archidiecezji Warszawskiej,10
Prezydium MKomisja Zakładowa „S”,10
Krzyżem Kawalerskim Orderu Odrodzenia,10
„Replika”,10
Fizyki University of Warsaw,10
Teatru im.,10
KBWE,10
Brygidy Dom Głogów,10
Stronnictwo Ludowo-Chrześcijańskie,10
Oficerskim Orderu Odrodzenia,10
„SMiS”,10
Oddziału „S”,10
Wojewódzki Komitetomisja Zakładowa,10
NBP,10
Komisji Uczelnianej,10
Regionalnej Komisji Organizacyjnej „S”,10
"Związek Zawodowy Pracowników Nauki, Techniki i Oświaty",10
Radia i Telewizji,10
Porozumienie Prasowe Solidarność Zwycięży,10
CTO,10
Nurtu Niepodległościowego,10
Biura Prasowego,10
„Solidarmość””,10
Solidarność,10
Inicjatywy Komitet Obywatelski,10
AZwiązek Artystów Scen Polskich,10
Rada KrajowaW Trzeci Szereg „S”,10
MR „S”,10
Zarządu Oddziału Wojewódzkiego „S”,10
Komisji Polityki Społecznej,10
„Solidarność”R”,10
Mechaniczno-Technologiczny,10
Radia „Solidarność”,10
MKomisja Zakładowa/,10
MRada,10
Regionu Podbeskidzie,10
MKomisja Zakładowa w Kaliszu,10
Komitetu Odbudowy Pomnika,10
Grupy Roboczej Komisja Krajowa NSzwiązek zawodowy,10
Związek Walki Zbrojnej,10
HW,10
„Solidarność”S-ów”,10
Oddziału,10
Delegatury,10
„Region”,10
Polskiego Klubu Ekologicznego,10
„S” Regionu Środkowo-Wschodniego,10
„Solidarność Narodu”,10
Komisja Zakładowa Niezależny Samorządny Związek Zawodowy „S”,10
ZPP,10
PBK Lubin,10
Niezależny Samorządny Związek Zawodowy «Solidarność»,10
FŁT,10
Klubu,10
Episkopatu,10
MZRiP,10
„Solidarność” „Solidarność”,10
Związek Zawodowy »Solidarność«”,10
n-ru,10
ZKS,10
PKI,10
Szkoły Głównej Gospodarstwa Wiejskiego w Warszawie,9
WSK Świdnik,9
Wydział Prawa i Administracji,9
Zrzeszenia Kaszubsko-Pomorskiego,9
„Przeglądu Politycznego”,9
Instytutu Literackiego,9
Ruchu Społeczeństwa Alternatywnego,9
„Odrodzenie”,9
Sądu Rejonowego,9
komisji ds.,9
Kolegium Rejonowe ds.,9
„Praworządność”,9
ZR Południowo-Wschodniego,9
Związek Młodzieży Wiejskiej,9
Rady ds.,9
Ref.,9
AŚ w Lublinie,9
„Solidarność” Lubelszczyzny,9
„Stańczyk”,9
Sądu Wojewódzkiego w Lublinie,9
Technikum Budowlane,9
WUBP,9
Duszpasterstwa Rolników,9
Tymczasowej Krajowej Rady Rolników „S”,9
Komitetu Założycielskiego w,9
WZD Regionu Śląsko-Dąbrowskiego,9
Hucie Katowice,9
Związku Więźniów Politycznych Okresu Stanu Wojennego,9
Technikum Samochodowe,9
„Gazety Polskiej”,9
Instytucie Historii Polska Akademia Nauk,9
CFDT,9
Sądu Wojewódzkiego w Szczecinie,9
Niezależne Zrzeszenie Studentów Politechniki,9
