Naczelniku,2
Mokotowskiej,2
parafii Świętych Apostołów Piotra,2
Duszpasterstwie Akademickim,2
kościele NZwiązek Artystów Scen,2
Cmentarzu Komunalnym,2
Pałacu Mostowskich,2
Wojewódzkim Zakładzie Doskonalenia Zawodowego,2
Fabryce Maszyn Rolniczych Agromet,2
Zachódawniej,2
Fabryce Maszyn,2
Sanktuarium Matki Bożej Łaskawej,2
Orderem Wielkiego Księcia,2
kościoła oo.,2
Galicji Wschodniej,2
Tymczasowej Tarnowskiej Komisji Koordynacyjnej „,2
Przymierza Społecznego Odrodzenie,2
Fabryce Obrabiarek Specjalnych,2
Podlaski,2
Woli,2
parafii Najświętszego Serca Jezusowego,2
Dąbku Wolności,2
Domu Zakonnym,2
Krzyżem Komandorskim Orderu Zasługi Republiki,2
Katedrze EP,2
Wojewódzkim Przedsiębiorstwie Komunikacji Miejskiej w Olsztynie,2
Zarządzie Miejskim,2
Kwaterze Głównej,2
Hurtowni Artykułów Spożywczych,2
Praskiej Wiosny,2
„Biuletyn Katyński”,2
bazylice św.,2
Kresów Wschodnich,2
parafii Miłosierdzia Bożego,2
Rzeszowskim Przedsiębiorstwie Robót Drogowych,2
Ziemi Lubuskiej,2
„Biuletyn Informacyjny «Solidarność Wiejska,2
Komitetu,2
Pawiaku,2
Cyprze,2
Bobolanum,2
Karkonoskim Parku Narodowym,2
Parku Nadmorskim,2
Pomorskiej,2
bazylice katedralnej,2
ŚAkademia Medyczna,2
Energetyka,2
Nawrot,2
Zalesiu Górnym k.,2
Ogólnopolskim Komitecie Założycielskim „S” Niezależny Samorządny Związek Zawodowy Rolników Indywidnal-nych „Solidarność”,2
Fabryce Śrub,2
Punkcie Położniczym,2
Uniwersytecie,2
Zakładami Zmechanizowanego Sprzętu Domowego Predom-Polar,2
Szczytnikach,2
Krzyżem Niepodległości,2
Wydawniej Morskie,2
Hali Targowej,2
Szewskiej,2
Przychodni Rejonowej,2
Wilczej,2
Merkury,2
Pomorza,2
Mszy,2
parafii Matki Boskiej Nieustającej Pomocy,2
toruńskim,2
Politechnice Warszawskiej,2
Biebrzą,2
Piotrkowską,2
lubińskiej,2
bałtyckich,2
Politechnice Gdańskiej,2
kościoła Chrystusa Króla,2
Klasztorze,2
Długiej,2
Bystrem,2
